category,term,hebrew_term,wikipedia_en,wikipedia_he,wikidata_id,father,student_of,student,date_of_birth,place_of_birth,date_of_death,place_of_death
Geonim,Amram Gaon,רב עמרם גאון,https://en.wikipedia.org/wiki/Amram_ben_Sheshna,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%A2%D7%9E%D7%A8%D7%9D_%D7%92%D7%90%D7%95%D7%9F,Q477541,,,,0810,Sura / סורא,0875,Sura / סורא
Medieval Jewish,Amram of Mainz,Amram of Mainz,https://en.wikipedia.org/wiki/Amram_of_Mainz,,Q477533,,,,0900,Mainz / מיינץ,,Cologne / קלן
Tannaim,Ananel,חנמאל המצרי,https://en.wikipedia.org/wiki/Ananelus,https://he.wikipedia.org/wiki/%D7%97%D7%A0%D7%9E%D7%90%D7%9C_%D7%94%D7%9E%D7%A6%D7%A8%D7%99,Q485806,,,,1c BCE,,,
Tannaim,Antigonus of Sokho,אנטיגנוס איש סוכו,https://en.wikipedia.org/wiki/Antigonus_of_Sokho,https://he.wikipedia.org/wiki/%D7%90%D7%A0%D7%98%D7%99%D7%92%D7%A0%D7%95%D7%A1_%D7%90%D7%99%D7%A9_%D7%A1%D7%95%D7%9B%D7%95,Q2590159,,Simeon the Just / שמעון הצדיק,Jose ben Joezer / יוסי בן יועזר; Jose ben Jochanan / יוסי בן יוחנן,,,264 BCE,
Tannaim,Aquila of Sinope,עקילס הגר,https://en.wikipedia.org/wiki/Aquila_of_Sinope,https://he.wikipedia.org/wiki/%D7%A2%D7%A7%D7%99%D7%9C%D7%A1_%D7%94%D7%92%D7%A8,Q335117,,,,1c,Bithynia et Pontus / ביתיניה ופונטוס; Sinope / סינופה,2c,
Biblical,Araunah,ארוונה,https://en.wikipedia.org/wiki/Araunah,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%95%D7%95%D7%A0%D7%94,Q2910439,,,,,,,
Biblical,Arba,ארבע,https://en.wikipedia.org/wiki/Arba_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%90%D7%A8%D7%91%D7%A2_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q3291564,,,,,,,
Biblical kings,Asa,אסא,https://en.wikipedia.org/wiki/Asa_of_Judah,https://he.wikipedia.org/wiki/%D7%90%D7%A1%D7%90,Q313415,Abijah / אביה,,,932 BCE,,870 BCE,Kingdom of Judah / ממלכת יהודה
Biblical,Asahel,עשהאל בן צרויה,https://en.wikipedia.org/wiki/Asahel,https://he.wikipedia.org/wiki/%D7%A2%D7%A9%D7%94%D7%90%D7%9C_%D7%91%D7%9F_%D7%A6%D7%A8%D7%95%D7%99%D7%94,Q2915076,,,,,,,
Biblical,Asaiah,Asaiah,https://en.wikipedia.org/wiki/Asaiah,,Q4803405,,,,,,,
Biblical,Asaph,אסף,https://en.wikipedia.org/wiki/Asaph_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%90%D7%A1%D7%A3,Q4206741,,,,,,,
Biblical,"Asaph, son of Berachiah",אסף בן ברכיהו,,https://he.wikipedia.org/wiki/%D7%90%D7%A1%D7%A3_%D7%91%D7%9F_%D7%91%D7%A8%D7%9B%D7%99%D7%94%D7%95,Q43280403,Berechiah / ברכיהו בן שמעא,,,,,,
Biblical,Asenath,אסנת,https://en.wikipedia.org/wiki/Asenath,https://he.wikipedia.org/wiki/%D7%90%D7%A1%D7%A0%D7%AA,Q723681,Shechem / שכם בן חמור; Potipherah / פוטי פרע,,,,,,
Biblical,Asher,אשר,https://en.wikipedia.org/wiki/Asher,https://he.wikipedia.org/wiki/%D7%90%D7%A9%D7%A8_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q1775026,Jacob / יעקב,,,,Paddan Aram / פדן ארם,,
Biblical,Asriel,אשריאל,https://en.wikipedia.org/wiki/Asriel,https://he.wikipedia.org/wiki/%D7%90%D7%A9%D7%A8%D7%99%D7%90%D7%9C,Q28221953,Gilead / גלעד,,,,,,
Biblical; Biblical kings,Athaliah,עתליהו,https://en.wikipedia.org/wiki/Athaliah,https://he.wikipedia.org/wiki/%D7%A2%D7%AA%D7%9C%D7%99%D7%94,Q463934,Ahab / אחאב,,,898 BCE,Samaria / השומרון,835 BCE,Jerusalem / ירושלים
Rishonim,Avigdor Kara,אביגדור קרא,https://en.wikipedia.org/wiki/Avigdor_Kara,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%92%D7%93%D7%95%D7%A8_%D7%A7%D7%A8%D7%90,Q790956,,,,14c,Regensburg / רגנסבורג,1439-04-25,Prague / פראג
Amoraim,Avimi,אבימי,,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%9E%D7%99,Q6569449,,,,,,,
Biblical,Avishag,אבישג השונמית,https://en.wikipedia.org/wiki/Abishag,https://he.wikipedia.org/wiki/%D7%90%D7%91%D7%99%D7%A9%D7%92_%D7%94%D7%A9%D7%95%D7%A0%D7%9E%D7%99%D7%AA,Q321469,,,,,Shunem / שונם,,
Biblical,Azariah,עזריהו בן עודד,https://en.wikipedia.org/wiki/Azariah_%28prophet%29,https://he.wikipedia.org/wiki/%D7%A2%D7%96%D7%A8%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%A2%D7%95%D7%93%D7%93,Q4832269,,,,10c BCE,,9c BCE,
Biblical,Azariah I,עזריהו בן צדוק,https://en.wikipedia.org/wiki/Azariah_%28High_Priest%29,https://he.wikipedia.org/wiki/%D7%A2%D7%96%D7%A8%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%A6%D7%93%D7%95%D7%A7,Q2025510,Ahimaaz / אחימעץ בן צדוק,,,,Land of Israel / ארץ ישראל,,Land of Israel / ארץ ישראל
Biblical,Azariah II,עזריה (השני),https://en.wikipedia.org/wiki/Azariah_II,,Q1989339,Johanan / יוחנן,,,,,,
Biblical,Azaziah,Azaziah,https://en.wikipedia.org/wiki/Azaziah,,Q4832304,,,,,,,
Biblical,Azor,עזור,https://en.wikipedia.org/wiki/Azor_%28biblical_figure%29,,Q11907447,Eliakim / אליקים,,,,,372 BCE,
Biblical; Biblical kings,Baasha,בעשא,https://en.wikipedia.org/wiki/Baasha_of_Israel,https://he.wikipedia.org/wiki/%D7%91%D7%A2%D7%A9%D7%90,Q313224,Ahijah,,,10c BCE,,10c BCE,
Tannaim,Baba ben Buta,בבא בן בוטא,https://en.wikipedia.org/wiki/Baba_ben_Buta,https://he.wikipedia.org/wiki/%D7%91%D7%91%D7%90_%D7%91%D7%9F_%D7%91%D7%95%D7%98%D7%90,Q2070197,,,,1c BCE,Palestine / ארץ ישראל,,
Tannaim,Bar Kappara,בר קפרא,https://en.wikipedia.org/wiki/Bar_Kappara,https://he.wikipedia.org/wiki/%D7%91%D7%A8_%D7%A7%D7%A4%D7%A8%D7%90,Q449117,,Judah ha-Nasi / רבי יהודה הנשיא,,2c,Caesarea Maritima / קיסריה,3c,Parod / פרוד
Biblical,Barak,ברק בן אבינעם,https://en.wikipedia.org/wiki/Barak,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%A7_%D7%91%D7%9F_%D7%90%D7%91%D7%99%D7%A0%D7%A2%D7%9D,Q807236,Abinoam / אבינעם,,,,,,
Biblical,Baruch ben Neriah,ברוך בן נריה,https://en.wikipedia.org/wiki/Baruch_ben_Neriah,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%95%D7%9A_%D7%91%D7%9F_%D7%A0%D7%A8%D7%99%D7%94,Q599907,Pene,Jeremiah / ירמיהו,Ezra / עזרא הסופר,,,,
Biblical,Basemath,בשמת בת ישמעאל,https://en.wikipedia.org/wiki/Basemath,https://he.wikipedia.org/wiki/%D7%91%D7%A9%D7%9E%D7%AA_%D7%91%D7%AA_%D7%99%D7%A9%D7%9E%D7%A2%D7%90%D7%9C,Q3320047,Ishmael / ישמעאל; Elon the Hittite / אילון החיתי,,,,,,
Amoraim,Bebai ben Abaye,רב ביבי בר אביי,https://en.wikipedia.org/wiki/Bevai_bar_Abaye,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%91%D7%99%D7%91%D7%99_%D7%91%D7%A8_%D7%90%D7%91%D7%99%D7%99,Q7016001,,,,,,,
Geonim,Bebai ha-Levi ben Abba of Nehar Pekod,ביבוי הלוי,https://en.wikipedia.org/wiki/Bebai_ha-Levi_ben_Abba_of_Nehar_Pekod,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%91%D7%95%D7%99_%D7%94%D7%9C%D7%95%D7%99,Q92535501,,,,,,,
Biblical,Bedan,Bedan,https://en.wikipedia.org/wiki/Bedan,,Q4878985,,,,,,,
Biblical,Beeri,בארי,https://en.wikipedia.org/wiki/Beeri,,Q1923288,,,,,,,
Biblical,Beeri,בארי (דמות מקראית),,https://he.wikipedia.org/wiki/%D7%91%D7%90%D7%A8%D7%99_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q124751797,,,,9c BCE,,8c BCE,
Tannaim,Ben Bag-Bag,בן בג בג,https://en.wikipedia.org/wiki/Ben_Bag-Bag,https://he.wikipedia.org/wiki/%D7%91%D7%9F_%D7%91%D7%92_%D7%91%D7%92,Q16155143,,,,1c,,,
Biblical,Benaiah,בניהו בן יהוידע,https://en.wikipedia.org/wiki/Benaiah,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%94%D7%95_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%99%D7%93%D7%A2,Q816667,Jehoiada / יהוידע,,,,,,
Biblical; Biblical prophets,Benjamin,בנימין,https://en.wikipedia.org/wiki/Benjamin,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99%D7%9E%D7%99%D7%9F,Q460763,Jacob / יעקב,,,1653 BCE,Canaan / כנען,1500 BCE,
Biblical,Berechiah,Berechiah,https://en.wikipedia.org/wiki/Berechiah,,Q818893,,,,,,,
Rishonim,Berechiah de Nicole,ברכיה מניקולא,https://en.wikipedia.org/wiki/Berechiah_de_Nicole,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%9B%D7%99%D7%94_%D7%9E%D7%A0%D7%99%D7%A7%D7%95%D7%9C%D7%90,Q4891198,Moses of London / משה בן יום טוב,,,,,,
Medieval Jewish,Berechiah ha-Nakdan,ברכיה בן נטרונאי הנקדן,https://en.wikipedia.org/wiki/Berechiah_ha-Nakdan,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%9B%D7%99%D7%94_%D7%91%D7%9F_%D7%A0%D7%98%D7%A8%D7%95%D7%A0%D7%90%D7%99_%D7%94%D7%A0%D7%A7%D7%93%D7%9F,Q818900,,,,12c,Kingdom of France / ממלכת צרפת,13c,
Biblical,Bezalel,בצלאל בן אורי,https://en.wikipedia.org/wiki/Bezalel,https://he.wikipedia.org/wiki/%D7%91%D7%A6%D7%9C%D7%90%D7%9C_%D7%91%D7%9F_%D7%90%D7%95%D7%A8%D7%99,Q853439,Uri / אורי,,,,,,
Biblical,Bildad,בלדד השוחי,https://en.wikipedia.org/wiki/Bildad,https://he.wikipedia.org/wiki/%D7%91%D7%9C%D7%93%D7%93_%D7%94%D7%A9%D7%95%D7%97%D7%99_%28%D7%90%D7%99%D7%95%D7%91%29,Q2776374,,,,16c BCE,,16c BCE,
Biblical,Bilhah,בלהה,https://en.wikipedia.org/wiki/Bilhah,https://he.wikipedia.org/wiki/%D7%91%D7%9C%D7%94%D7%94,Q794991,Laban / לבן הארמי,,,,,,
Biblical,Bithiah,בתיה בת פרעה,https://en.wikipedia.org/wiki/Pharaoh%27s_daughter_%28Exodus%29,https://he.wikipedia.org/wiki/%D7%91%D7%AA%D7%99%D7%94_%D7%91%D7%AA_%D7%A4%D7%A8%D7%A2%D7%94,Q1873244,,,,,Ancient Egypt / מצרים העתיקה,,
Tannaim,Bnei Bathyra,בני בתירה,https://en.wikipedia.org/wiki/Bnei_Bathyra,https://he.wikipedia.org/wiki/%D7%91%D7%A0%D7%99_%D7%91%D7%AA%D7%99%D7%A8%D7%94,Q2904631,,,,,,,
Biblical,Boaz,בעז,https://en.wikipedia.org/wiki/Boaz,https://he.wikipedia.org/wiki/%D7%91%D7%A2%D7%96,Q212253,Salmon / שלמון,,,1283 BCE,,,
Geonim,Bostanai,בוסתנאי בן חנינאי,https://en.wikipedia.org/wiki/Bostanai,https://he.wikipedia.org/wiki/%D7%91%D7%95%D7%A1%D7%AA%D7%A0%D7%90%D7%99_%D7%91%D7%9F_%D7%97%D7%A0%D7%99%D7%A0%D7%90%D7%99,Q741501,,,,0618,,0670,
Tannaim,Bruriah,ברוריה,https://en.wikipedia.org/wiki/Bruriah,https://he.wikipedia.org/wiki/%D7%91%D7%A8%D7%95%D7%A8%D7%99%D7%94,Q469428,Haninah ben Teradion / רבי חנינא בן תרדיון,,,2c,Israel / ישראל,2c,Syria Palaestina / סוריה פלשתינה
Biblical,Buzi,בוזי,https://en.wikipedia.org/wiki/Buzi,,Q135297,,,,,,,
Biblical,Caleb,כלב,https://en.wikipedia.org/wiki/Caleb%2C_son_of_Hezron,https://he.wikipedia.org/wiki/%D7%9B%D7%9C%D7%91_%D7%91%D7%9F_%D7%97%D7%A6%D7%A8%D7%95%D7%9F,Q16938772,Hezron / חצרון,,,,,,
Medieval Jewish,Chaim Paltiel,חיים פלטיאל,https://en.wikipedia.org/wiki/Chaim_Paltiel,https://he.wikipedia.org/wiki/%D7%97%D7%99%D7%99%D7%9D_%D7%A4%D7%9C%D7%98%D7%99%D7%90%D7%9C,Q5067818,,,,1240,,1300,
Geonim; Rishonim,Chananel ben Chushiel,חננאל בן חושיאל,https://en.wikipedia.org/wiki/Chananel_ben_Chushiel,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%A0%D7%95_%D7%97%D7%A0%D7%A0%D7%90%D7%9C,Q1061624,,,"Isaac Alfasi / רי""ף",0990,Kairouan / קירואן,1053; 1055; 1055,
Amoraim,Chananja,רב חנינא,https://en.wikipedia.org/wiki/Hanina,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%97%D7%A0%D7%99%D7%A0%D7%90,Q1061611,,,,3c,,4c,
Tannaim,Chananya ben Akashya,רבי חנניה בן עקשיא,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%A0%D7%A0%D7%99%D7%94_%D7%91%D7%9F_%D7%A2%D7%A7%D7%A9%D7%99%D7%90,Q6825689,,,,1c,,2c,
Tannaim,Chidka,רבי חידקא,,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%97%D7%99%D7%93%D7%A7%D7%90,Q1072266,,Akiva ben Joseph / רבי עקיבא בן יוסף,,0100,,2c,
Geonim,Chushiel,חושיאל בן אלחנן,https://en.wikipedia.org/wiki/Chushiel,https://he.wikipedia.org/wiki/%D7%97%D7%95%D7%A9%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%90%D7%9C%D7%97%D7%A0%D7%9F,Q2894622,,,,10c,Italy / איטליה,,
Geonim,Cohen Tzedek ben Abimaï,כהן צדק בן איבומאי גאון,https://en.wikipedia.org/wiki/Kohen_Tzedek_ben_Abimai,https://he.wikipedia.org/wiki/%D7%9B%D7%94%D7%9F_%D7%A6%D7%93%D7%A7_%D7%91%D7%9F_%D7%90%D7%99%D7%91%D7%95%D7%9E%D7%90%D7%99_%D7%92%D7%90%D7%95%D7%9F,Q2981871,,,,,,0849,
Biblical,Dan,דן,https://en.wikipedia.org/wiki/Dan_%28son_of_Jacob%29,https://he.wikipedia.org/wiki/%D7%93%D7%9F,Q550869,Jacob / יעקב,,,,Haran / חָרָן,,Egypt / מצרים
Biblical,Danel,אגדת אקהת,https://en.wikipedia.org/wiki/Danel,,Q2915456,,,,,,,
Biblical,Daniel,דניאל,https://en.wikipedia.org/wiki/Daniel_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%93%D7%A0%D7%99%D7%90%D7%9C,Q171724,,,,7c BCE,Jerusalem / ירושלים,6c BCE,Babylon / בבל
Geonim,Daniel ben Azariah,דניאל בן עזריה,https://en.wikipedia.org/wiki/Daniel_ben_Azariah,https://he.wikipedia.org/wiki/%D7%93%D7%A0%D7%99%D7%90%D7%9C_%D7%91%D7%9F_%D7%A2%D7%96%D7%A8%D7%99%D7%94,Q5219172,,,,,,,
Biblical,Dathan,דתן,https://en.wikipedia.org/wiki/Dathan,https://he.wikipedia.org/wiki/%D7%93%D7%AA%D7%9F,Q2238834,Eliab / אליאב בן פלוא,,,,,,
Biblical,David,דוד,https://en.wikipedia.org/wiki/David,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93,Q41370,Jesse / ישי,Samuel / שמואל,Ahijah the Shilonite / אחיה השילוני,1040 BCE; 1039 BCE; 907 BCE,Bethlehem / בית לחם,969 BCE; 961 BCE,Jerusalem / ירושלים
Rishonim,David ben Amram Adani,דוד עדני,https://en.wikipedia.org/wiki/David_ben_Amram_Adani,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93_%D7%A2%D7%93%D7%A0%D7%99,Q902744,,,,,,,
Medieval Jewish,David ben Samuel Kokhavi,דוד בן שמואל מאישטילא,https://en.wikipedia.org/wiki/David_ben_Samuel_of_Estelle,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93_%D7%91%D7%9F_%D7%A9%D7%9E%D7%95%D7%90%D7%9C_%D7%9E%D7%90%D7%99%D7%A9%D7%98%D7%99%D7%9C%D7%90,Q6982823,,,,1250,,1350,
Biblical,Deborah,דבורה הנביאה,https://en.wikipedia.org/wiki/Deborah,https://he.wikipedia.org/wiki/%D7%93%D7%91%D7%95%D7%A8%D7%94_%D7%94%D7%A0%D7%91%D7%99%D7%90%D7%94,Q213633,,,,1204 BCE,Ramah in Benjamin / רמה,1144 BCE,
Biblical,Deborah,דבורה,https://en.wikipedia.org/wiki/Deborah_%28Genesis%29,https://he.wikipedia.org/wiki/%D7%93%D7%91%D7%95%D7%A8%D7%94_%28%D7%9E%D7%99%D7%A0%D7%A7%D7%AA_%D7%A8%D7%91%D7%A7%D7%94%29,Q2903219,Uz / עוץ,,,,,,
Biblical,Dinah,דינה,https://en.wikipedia.org/wiki/Dinah,https://he.wikipedia.org/wiki/%D7%93%D7%99%D7%A0%D7%94,Q122035,Jacob / יעקב,,,1700 BCE,,1590 BCE,
Geonim,Dodai ben Nahman,דודאי בן נחמן,https://en.wikipedia.org/wiki/Dodai_ben_Nahman,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%93%D7%90%D7%99_%D7%91%D7%9F_%D7%A0%D7%97%D7%9E%D7%9F,Q5287693,,,,,,,
Tannaim,Dosa ben Harkinas,רבי דוסא בן הרכינס,https://en.wikipedia.org/wiki/Dosa_ben_Harkinas,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%93%D7%95%D7%A1%D7%90_%D7%91%D7%9F_%D7%94%D7%A8%D7%9B%D7%99%D7%A0%D7%A1,Q131833,,,,1c; 1c,Israel / ישראל,,
Tannaim,Dosetai,דוסתאי,https://en.wikipedia.org/wiki/Dosetai,https://he.wikipedia.org/wiki/%D7%93%D7%95%D7%A1%D7%AA%D7%90%D7%99,Q136012500,,,,,,,
Geonim,Dossa ben Saadia,דוסא בן סעדיה,https://en.wikipedia.org/wiki/Dosa_ben_Saadia,https://he.wikipedia.org/wiki/%D7%A8%D7%91_%D7%93%D7%95%D7%A1%D7%90_%D7%91%D7%9F_%D7%A1%D7%A2%D7%93%D7%99%D7%94,Q3037331,,,,0935,Babylon / בבל,1013; 1017; 1018,Babylon / בבל
Tannaim,Dostai ben Jannai,רבי דוסתאי ברבי ינאי,https://en.wikipedia.org/wiki/Dostai_ben_Yannai,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%93%D7%95%D7%A1%D7%AA%D7%90%D7%99_%D7%91%D7%A8%D7%91%D7%99_%D7%99%D7%A0%D7%90%D7%99,Q1251063,רבי ינאי,Rabbi Meir / רבי מאיר,,2c,Syria Palaestina / סוריה פלשתינה,3c,
Biblical,Ebed-Melech,עבד מלך הכושי,https://en.wikipedia.org/wiki/Ebed-Melech,https://he.wikipedia.org/wiki/%D7%A2%D7%91%D7%93_%D7%9E%D7%9C%D7%9A_%D7%94%D7%9B%D7%95%D7%A9%D7%99,Q177617,,,,,,,
Biblical,Eber,עבר,https://en.wikipedia.org/wiki/Eber,https://he.wikipedia.org/wiki/%D7%A2%D7%91%D7%A8_%28%D7%93%D7%9E%D7%95%D7%AA_%D7%9E%D7%A7%D7%A8%D7%90%D7%99%D7%AA%29,Q502282,Salah / שלח,,,2038 BCE,Ur / אור,1574 BCE,
Rishonim,Efraim ben Isaak,אפרים מרגנסבורג,https://en.wikipedia.org/wiki/Ephraim_ben_Isaac_of_Regensburg,https://he.wikipedia.org/wiki/%D7%90%D7%A4%D7%A8%D7%99%D7%9D_%D7%9E%D7%A8%D7%92%D7%A0%D7%A1%D7%91%D7%95%D7%A8%D7%92,Q1296489,,,,1110,Regensburg / רגנסבורג,1175,Regensburg / רגנסבורג
Biblical,Ehud,אהוד בן גרא,https://en.wikipedia.org/wiki/Ehud,https://he.wikipedia.org/wiki/%D7%90%D7%94%D7%95%D7%93_%D7%91%D7%9F_%D7%92%D7%A8%D7%90,Q1300996,Gera,,,1318 BCE,Canaan / כנען,1217 BCE,Canaan / כנען
Biblical; Biblical kings,Elah,אלה,https://en.wikipedia.org/wiki/Elah_%28king%29,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%94_%D7%91%D7%9F_%D7%91%D7%A2%D7%A9%D7%90,Q319020,Baasha / בעשא,,,10c BCE,,10c BCE,Tirzah / תרצה
Biblical,Eleazar,אלעזר בן פנחס,https://en.wikipedia.org/wiki/Eleazar%2C_son_of_Pinhas,,Q5354451,,,,,,,
Biblical,Eleazar,אלעזר בן אבינדב,https://en.wikipedia.org/wiki/Eleazar%2C_son_of_Abinadab,,Q5354448,Abinadab of Kiriath-jearim / אבינדב (קריית יערים),,,,,,
Tannaim,Eleazar b. Simeon,רבי אלעזר ברבי שמעון,https://en.wikipedia.org/wiki/Eleazar_ben_Simeon,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%A8%D7%91%D7%99_%D7%A9%D7%9E%D7%A2%D7%95%D7%9F,Q746845,Shimon bar Yochai / שמעון בר יוחאי,Shimon bar Yochai / שמעון בר יוחאי,,2c,Galilee / הגליל,,Syria Palaestina / סוריה פלשתינה
Tannaim,Eleazar Bar Zadok,רבי אלעזר ברבי צדוק,https://en.wikipedia.org/wiki/Eleazar_bar_Zadok,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%A8%D7%91%D7%99_%D7%A6%D7%93%D7%95%D7%A7,Q6893258,,Yochanan ben HaChoranit / רבי יוחנן בן החורני,,,,,
Tannaim,Eleazar ben Arach,רבי אלעזר בן ערך,https://en.wikipedia.org/wiki/Eleazar_ben_Arach,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A2%D7%A8%D7%9A,Q1325789,,Johanan ben Zakai / רבן יוחנן בן זכאי,,1c,Judaea / פרובינקיה יודיאה,2c,Judaea / פרובינקיה יודיאה
Tannaim,Eleazar ben Azariah,רבי אלעזר בן עזריה,https://en.wikipedia.org/wiki/Eleazar_ben_Azariah,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A2%D7%96%D7%A8%D7%99%D7%94,Q1325787,,,,1c,Palestine / ארץ ישראל,2c,
Tannaim,Eleazar ben Judah of Bartota,רבי אלעזר בן יהודה איש ברתותא,https://en.wikipedia.org/wiki/Eleazar_ben_Judah_of_Bartota,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%90%D7%99%D7%A9_%D7%91%D7%A8%D7%AA%D7%95%D7%AA%D7%90,Q2086119,,,,2c,Israel / ישראל,,
Amoraim,Eleazar ben Pedat,רבי אלעזר בן פדת,https://en.wikipedia.org/wiki/Eleazar_ben_Pedat,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A4%D7%93%D7%AA,Q1325773,,,,2c,Babylon / בבל,0279,
Tannaim,Eleazar ben Perata I,רבי אלעזר בן פרטא,https://en.wikipedia.org/wiki/Eleazar_ben_Perata_I,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A4%D7%A8%D7%98%D7%90,Q2697384,,,,2c,Israel / ישראל,,
Tannaim,Eleazar ben Shammua,רבי אלעזר בן שמוע,https://en.wikipedia.org/wiki/Eleazar_ben_Shammua,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A9%D7%9E%D7%95%D7%A2,Q739520,,,,2c,Galilee / הגליל,,Syria Palaestina / סוריה פלשתינה
Tannaim,Eleazar Chisma,רבי אלעזר חסמא,https://en.wikipedia.org/wiki/Eleazar_Chisma,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%97%D7%A1%D7%9E%D7%90,Q982199,,,,1c,Israel / ישראל,2c,
Tannaim,Eleazar ha-Kappar,רבי אלעזר הקפר,https://en.wikipedia.org/wiki/Eleazar_ha-Kappar,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%94%D7%A7%D7%A4%D7%A8,Q982070,,,,2c,Israel / ישראל,2c,Syria Palaestina / סוריה פלשתינה
Tannaim,Eleazar of Modi'im,רבי אלעזר המודעי,https://en.wikipedia.org/wiki/Eleazar_of_Modi%27im,https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%99_%D7%90%D7%9C%D7%A2%D7%96%D7%A8_%D7%94%D7%9E%D7%95%D7%93%D7%A2%D7%99,Q982078,,,,2c,Palestine / ארץ ישראל,2c,Betar / ביתר
Rishonim,Elhanan ben Isaac of Dampierre,אלחנן בן יצחק,https://en.wikipedia.org/wiki/Elhanan_ben_Isaac_of_Dampierre,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%99%D7%A6%D7%97%D7%A7,Q6886987,,,,1100,,1184,
Biblical,Elhanan son of Jair,אלחנן בן יערי,https://en.wikipedia.org/wiki/Elhanan%2C_son_of_Jaare-oregim,https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%97%D7%A0%D7%9F_%D7%91%D7%9F_%D7%99%D7%A2%D7%A8%D7%99,Q5360135,Jaare-oregim,,,,,,
Biblical,Eli,עלי הכהן,https://en.wikipedia.org/wiki/Eli_%28biblical_figure%29,https://he.wikipedia.org/wiki/%D7%A2%D7%9C%D7%99_%D7%94%D7%9B%D7%94%D7%9F,Q362021,,Phinehas / פינחס,Samuel / שמואל,,,,
Biblical,Eliab,אליאב,https://en.wikipedia.org/wiki/Eliab,,Q2510274,,,,,,,
